user_id,signup_month,activity_month,active
167,2024-04,2024-02,0
167,2024-04,2024-03,0
167,2024-04,2024-04,0
167,2024-04,2024-05,1
167,2024-04,2024-06,1
168,2024-05,2024-01,0
168,2024-05,2024-02,0
168,2024-05,2024-03,0
168,2024-05,2024-04,0
168,2024-05,2024-05,1
168,2024-05,2024-06,1
169,2024-03,2024-01,0
169,2024-03,2024-02,0
169,2024-03,2024-03,0
169,2024-03,2024-04,1
169,2024-03,2024-05,1
169,2024-03,2024-06,1
170,2024-02,2024-01,0
170,2024-02,2024-02,1
170,2024-02,2024-03,1
170,2024-02,2024-04,1
170,2024-02,2024-05,1
170,2024-02,2024-06,1
171,2024-06,2024-01,0
171,2024-06,2024-02,0
171,2024-06,2024-03,0
171,2024-06,2024-04,0
171,2024-06,2024-05,0
171,2024-06,2024-06,1
172,2024-03,2024-01,0
172,2024-03,2024-02,0
172,2024-03,2024-03,0
172,2024-03,2024-04,0
172,2024-03,2024-05,1
172,2024-03,2024-06,0
173,2024-06,2024-01,0
173,2024-06,2024-02,0
173,2024-06,2024-03,0
173,2024-06,2024-04,0
173,2024-06,2024-05,0
173,2024-06,2024-06,1
174,2024-06,2024-01,0
174,2024-06,2024-02,0
174,2024-06,2024-03,0
174,2024-06,2024-04,0
174,2024-06,2024-05,0
174,2024-06,2024-06,0
175,2024-04,2024-01,0
175,2024-04,2024-02,0
175,2024-04,2024-03,0
175,2024-04,2024-04,0
175,2024-04,2024-05,0
175,2024-04,2024-06,0
176,2024-04,2024-01,0
176,2024-04,2024-02,0
176,2024-04,2024-03,0
176,2024-04,2024-04,0
176,2024-04,2024-05,0
176,2024-04,2024-06,1
177,2024-04,2024-01,0
177,2024-04,2024-02,0
177,2024-04,2024-03,0
177,2024-04,2024-04,1
177,2024-04,2024-05,0
177,2024-04,2024-06,1
178,2024-06,2024-01,0
178,2024-06,2024-02,0
178,2024-06,2024-03,0
178,2024-06,2024-04,0
178,2024-06,2024-05,0
178,2024-06,2024-06,0
179,2024-05,2024-01,0
179,2024-05,2024-02,0
179,2024-05,2024-03,0
179,2024-05,2024-04,0
179,2024-05,2024-05,1
179,2024-05,2024-06,1
180,2024-02,2024-01,0
180,2024-02,2024-02,1
180,2024-02,2024-03,0
180,2024-02,2024-04,1
180,2024-02,2024-05,0
180,2024-02,2024-06,0
181,2024-06,2024-01,0
181,2024-06,2024-02,0
181,2024-06,2024-03,0
181,2024-06,2024-04,0
181,2024-06,2024-05,0
181,2024-06,2024-06,0
182,2024-02,2024-01,0
182,2024-02,2024-02,0
182,2024-02,2024-03,0
182,2024-02,2024-04,0
182,2024-02,2024-05,1
182,2024-02,2024-06,1
183,2024-03,2024-01,0
183,2024-03,2024-02,0
183,2024-03,2024-03,1
183,2024-03,2024-04,1
183,2024-03,2024-05,0
183,2024-03,2024-06,1
184,2024-06,2024-01,0
184,2024-06,2024-02,0
184,2024-06,2024-03,0
184,2024-06,2024-04,0
184,2024-06,2024-05,0
184,2024-06,2024-06,1
185,2024-06,2024-01,0
185,2024-06,2024-02,0
185,2024-06,2024-03,0
185,2024-06,2024-04,0
185,2024-06,2024-05,0
185,2024-06,2024-06,1
186,2024-04,2024-01,0
186,2024-04,2024-02,0
186,2024-04,2024-03,0
186,2024-04,2024-04,0
186,2024-04,2024-05,1
186,2024-04,2024-06,0
187,2024-06,2024-01,0
187,2024-06,2024-02,0
187,2024-06,2024-03,0
187,2024-06,2024-04,0
187,2024-06,2024-05,0
187,2024-06,2024-06,1
188,2024-05,2024-01,0
188,2024-05,2024-02,0
188,2024-05,2024-03,0
188,2024-05,2024-04,0
188,2024-05,2024-05,1
188,2024-05,2024-06,0
189,2024-05,2024-01,0
189,2024-05,2024-02,0
189,2024-05,2024-03,0
189,2024-05,2024-04,0
189,2024-05,2024-05,1
189,2024-05,2024-06,1
190,2024-03,2024-01,0
190,2024-03,2024-02,0
190,2024-03,2024-03,1
190,2024-03,2024-04,0
190,2024-03,2024-05,1
190,2024-03,2024-06,1
191,2024-05,2024-01,0
191,2024-05,2024-02,0
191,2024-05,2024-03,0
191,2024-05,2024-04,0
191,2024-05,2024-05,0
191,2024-05,2024-06,1
192,2024-05,2024-01,0
192,2024-05,2024-02,0
192,2024-05,2024-03,0
192,2024-05,2024-04,0
192,2024-05,2024-05,0
192,2024-05,2024-06,0
193,2024-04,2024-01,0
193,2024-04,2024-02,0
193,2024-04,2024-03,0
193,2024-04,2024-04,1
193,2024-04,2024-05,1
193,2024-04,2024-06,0
194,2024-02,2024-01,0
194,2024-02,2024-02,0
194,2024-02,2024-03,0
194,2024-02,2024-04,0
194,2024-02,2024-05,0
194,2024-02,2024-06,0
195,2024-02,2024-01,0
195,2024-02,2024-02,1
195,2024-02,2024-03,1
195,2024-02,2024-04,0
195,2024-02,2024-05,0
195,2024-02,2024-06,0
196,2024-06,2024-01,0
196,2024-06,2024-02,0
196,2024-06,2024-03,0
196,2024-06,2024-04,0
196,2024-06,2024-05,0
196,2024-06,2024-06,0
197,2024-05,2024-01,0
197,2024-05,2024-02,0
197,2024-05,2024-03,0
197,2024-05,2024-04,0
197,2024-05,2024-05,0
197,2024-05,2024-06,1
198,2024-06,2024-01,0
198,2024-06,2024-02,0
198,2024-06,2024-03,0
198,2024-06,2024-04,0
198,2024-06,2024-05,0
198,2024-06,2024-06,0
199,2024-01,2024-01,1
199,2024-01,2024-02,1
199,2024-01,2024-03,0
199,2024-01,2024-04,1
199,2024-01,2024-05,1
199,2024-01,2024-06,1
200,2024-03,2024-01,0
200,2024-03,2024-02,0
200,2024-03,2024-03,1
200,2024-03,2024-04,1
200,2024-03,2024-05,1
200,2024-03,2024-06,1
201,2024-04,2024-01,0
201,2024-04,2024-02,0
201,2024-04,2024-03,0
201,2024-04,2024-04,0
201,2024-04,2024-05,1
201,2024-04,2024-06,0
202,2024-06,2024-01,0
202,2024-06,2024-02,0
202,2024-06,2024-03,0
202,2024-06,2024-04,0
202,2024-06,2024-05,0
202,2024-06,2024-06,0
203,2024-05,2024-01,0
203,2024-05,2024-02,0
203,2024-05,2024-03,0
203,2024-05,2024-04,0
203,2024-05,2024-05,0
203,2024-05,2024-06,0
204,2024-02,2024-01,0
204,2024-02,2024-02,1
204,2024-02,2024-03,1
204,2024-02,2024-04,0
204,2024-02,2024-05,1
204,2024-02,2024-06,1
205,2024-06,2024-01,0
205,2024-06,2024-02,0
205,2024-06,2024-03,0
205,2024-06,2024-04,0
205,2024-06,2024-05,0
205,2024-06,2024-06,1
206,2024-04,2024-01,0
206,2024-04,2024-02,0
206,2024-04,2024-03,0
206,2024-04,2024-04,0
206,2024-04,2024-05,1
206,2024-04,2024-06,0
207,2024-04,2024-01,0
207,2024-04,2024-02,0
207,2024-04,2024-03,0
207,2024-04,2024-04,1
207,2024-04,2024-05,0
207,2024-04,2024-06,1
208,2024-01,2024-01,0
208,2024-01,2024-02,0
208,2024-01,2024-03,0
208,2024-01,2024-04,1
208,2024-01,2024-05,1
208,2024-01,2024-06,1
209,2024-06,2024-01,0
209,2024-06,2024-02,0
209,2024-06,2024-03,0
209,2024-06,2024-04,0
209,2024-06,2024-05,0
209,2024-06,2024-06,1
210,2024-02,2024-01,0
210,2024-02,2024-02,0
210,2024-02,2024-03,0
210,2024-02,2024-04,0
210,2024-02,2024-05,0
210,2024-02,2024-06,0
211,2024-04,2024-01,0
211,2024-04,2024-02,0
211,2024-04,2024-03,0
211,2024-04,2024-04,0
211,2024-04,2024-05,0
211,2024-04,2024-06,0
212,2024-03,2024-01,0
212,2024-03,2024-02,0
212,2024-03,2024-03,1
212,2024-03,2024-04,1
212,2024-03,2024-05,1
212,2024-03,2024-06,1
213,2024-05,2024-01,0
213,2024-05,2024-02,0
213,2024-05,2024-03,0
213,2024-05,2024-04,0
213,2024-05,2024-05,0
213,2024-05,2024-06,0
214,2024-02,2024-01,0
214,2024-02,2024-02,1
214,2024-02,2024-03,1
214,2024-02,2024-04,0
214,2024-02,2024-05,0
214,2024-02,2024-06,1
215,2024-01,2024-01,0
215,2024-01,2024-02,1
215,2024-01,2024-03,0
215,2024-01,2024-04,1
215,2024-01,2024-05,0
215,2024-01,2024-06,0
216,2024-05,2024-01,0
216,2024-05,2024-02,0
216,2024-05,2024-03,0
216,2024-05,2024-04,0
216,2024-05,2024-05,1
216,2024-05,2024-06,1
217,2024-05,2024-01,0
217,2024-05,2024-02,0
217,2024-05,2024-03,0
217,2024-05,2024-04,0
217,2024-05,2024-05,1
217,2024-05,2024-06,1
218,2024-02,2024-01,0
218,2024-02,2024-02,1
218,2024-02,2024-03,1
218,2024-02,2024-04,1
218,2024-02,2024-05,1
218,2024-02,2024-06,1
219,2024-03,2024-01,0
219,2024-03,2024-02,0
219,2024-03,2024-03,0
219,2024-03,2024-04,0
219,2024-03,2024-05,0
219,2024-03,2024-06,1
220,2024-02,2024-01,0
220,2024-02,2024-02,1
220,2024-02,2024-03,0
220,2024-02,2024-04,0
220,2024-02,2024-05,0
220,2024-02,2024-06,1
221,2024-04,2024-01,0
221,2024-04,2024-02,0
221,2024-04,2024-03,0
221,2024-04,2024-04,1
221,2024-04,2024-05,0
221,2024-04,2024-06,1
222,2024-01,2024-01,1
222,2024-01,2024-02,0
222,2024-01,2024-03,0
222,2024-01,2024-04,1
222,2024-01,2024-05,0
222,2024-01,2024-06,0
223,2024-03,2024-01,0
223,2024-03,2024-02,0
223,2024-03,2024-03,1
223,2024-03,2024-04,0
223,2024-03,2024-05,0
223,2024-03,2024-06,1
224,2024-05,2024-01,0
224,2024-05,2024-02,0
224,2024-05,2024-03,0
224,2024-05,2024-04,0
224,2024-05,2024-05,1
224,2024-05,2024-06,1
225,2024-05,2024-01,0
225,2024-05,2024-02,0
225,2024-05,2024-03,0
225,2024-05,2024-04,0
225,2024-05,2024-05,1
225,2024-05,2024-06,1
226,2024-06,2024-01,0
226,2024-06,2024-02,0
226,2024-06,2024-03,0
226,2024-06,2024-04,0
226,2024-06,2024-05,0
226,2024-06,2024-06,0
227,2024-06,2024-01,0
227,2024-06,2024-02,0
227,2024-06,2024-03,0
227,2024-06,2024-04,0
227,2024-06,2024-05,0
227,2024-06,2024-06,0
228,2024-04,2024-01,0
228,2024-04,2024-02,0
228,2024-04,2024-03,0
228,2024-04,2024-04,0
228,2024-04,2024-05,1
228,2024-04,2024-06,0
229,2024-04,2024-01,0
229,2024-04,2024-02,0
229,2024-04,2024-03,0
229,2024-04,2024-04,0
229,2024-04,2024-05,0
229,2024-04,2024-06,0
230,2024-06,2024-01,0
230,2024-06,2024-02,0
230,2024-06,2024-03,0
230,2024-06,2024-04,0
230,2024-06,2024-05,0
230,2024-06,2024-06,1
231,2024-02,2024-01,0
231,2024-02,2024-02,1
231,2024-02,2024-03,0
231,2024-02,2024-04,1
231,2024-02,2024-05,0
231,2024-02,2024-06,1
232,2024-06,2024-01,0
232,2024-06,2024-02,0
232,2024-06,2024-03,0
232,2024-06,2024-04,0
232,2024-06,2024-05,0
232,2024-06,2024-06,1
233,2024-06,2024-01,0
233,2024-06,2024-02,0
233,2024-06,2024-03,0
233,2024-06,2024-04,0
233,2024-06,2024-05,0
233,2024-06,2024-06,0
234,2024-03,2024-01,0
234,2024-03,2024-02,0
234,2024-03,2024-03,0
234,2024-03,2024-04,1
234,2024-03,2024-05,1
234,2024-03,2024-06,1
235,2024-06,2024-01,0
235,2024-06,2024-02,0
235,2024-06,2024-03,0
235,2024-06,2024-04,0
235,2024-06,2024-05,0
235,2024-06,2024-06,0
236,2024-05,2024-01,0
236,2024-05,2024-02,0
236,2024-05,2024-03,0
236,2024-05,2024-04,0
236,2024-05,2024-05,1
236,2024-05,2024-06,1
237,2024-03,2024-01,0
237,2024-03,2024-02,0
237,2024-03,2024-03,1
237,2024-03,2024-04,0
237,2024-03,2024-05,1
237,2024-03,2024-06,0
238,2024-05,2024-01,0
238,2024-05,2024-02,0
238,2024-05,2024-03,0
238,2024-05,2024-04,0
238,2024-05,2024-05,1
238,2024-05,2024-06,0
239,2024-01,2024-01,0
239,2024-01,2024-02,0
239,2024-01,2024-03,0
239,2024-01,2024-04,0
239,2024-01,2024-05,0
239,2024-01,2024-06,1
240,2024-03,2024-01,0
240,2024-03,2024-02,0
240,2024-03,2024-03,1
240,2024-03,2024-04,0
240,2024-03,2024-05,0
240,2024-03,2024-06,0
241,2024-02,2024-01,0
241,2024-02,2024-02,1
241,2024-02,2024-03,1
241,2024-02,2024-04,0
241,2024-02,2024-05,0
241,2024-02,2024-06,0
242,2024-06,2024-01,0
242,2024-06,2024-02,0
242,2024-06,2024-03,0
242,2024-06,2024-04,0
242,2024-06,2024-05,0
242,2024-06,2024-06,0
243,2024-01,2024-01,1
243,2024-01,2024-02,0
243,2024-01,2024-03,1
243,2024-01,2024-04,1
243,2024-01,2024-05,0
243,2024-01,2024-06,1
244,2024-01,2024-01,1
244,2024-01,2024-02,0
244,2024-01,2024-03,0
244,2024-01,2024-04,0
244,2024-01,2024-05,0
244,2024-01,2024-06,0
245,2024-05,2024-01,0
245,2024-05,2024-02,0
245,2024-05,2024-03,0
245,2024-05,2024-04,0
245,2024-05,2024-05,1
245,2024-05,2024-06,0
246,2024-02,2024-01,0
246,2024-02,2024-02,1
246,2024-02,2024-03,1
246,2024-02,2024-04,0
246,2024-02,2024-05,1
246,2024-02,2024-06,0
247,2024-04,2024-01,0
247,2024-04,2024-02,0
247,2024-04,2024-03,0
247,2024-04,2024-04,1
247,2024-04,2024-05,0
247,2024-04,2024-06,1
248,2024-01,2024-01,1
248,2024-01,2024-02,0
248,2024-01,2024-03,0
248,2024-01,2024-04,0
248,2024-01,2024-05,0
248,2024-01,2024-06,1
249,2024-05,2024-01,0
249,2024-05,2024-02,0
249,2024-05,2024-03,0
249,2024-05,2024-04,0
249,2024-05,2024-05,1
249,2024-05,2024-06,1
250,2024-05,2024-01,0
250,2024-05,2024-02,0
250,2024-05,2024-03,0
250,2024-05,2024-04,0
250,2024-05,2024-05,0
250,2024-05,2024-06,1
251,2024-02,2024-01,0
251,2024-02,2024-02,1
251,2024-02,2024-03,0
251,2024-02,2024-04,1
251,2024-02,2024-05,1
251,2024-02,2024-06,1
252,2024-01,2024-01,1
252,2024-01,2024-02,0
252,2024-01,2024-03,1
252,2024-01,2024-04,1
252,2024-01,2024-05,1
252,2024-01,2024-06,1
253,2024-05,2024-01,0
253,2024-05,2024-02,0
253,2024-05,2024-03,0
253,2024-05,2024-04,0
253,2024-05,2024-05,0
253,2024-05,2024-06,1
254,2024-05,2024-01,0
254,2024-05,2024-02,0
254,2024-05,2024-03,0
254,2024-05,2024-04,0
254,2024-05,2024-05,0
254,2024-05,2024-06,0
255,2024-03,2024-01,0
255,2024-03,2024-02,0
255,2024-03,2024-03,1
255,2024-03,2024-04,1
255,2024-03,2024-05,1
255,2024-03,2024-06,1
256,2024-01,2024-01,0
256,2024-01,2024-02,1
256,2024-01,2024-03,0
256,2024-01,2024-04,0
256,2024-01,2024-05,1
256,2024-01,2024-06,1
257,2024-06,2024-01,0
257,2024-06,2024-02,0
257,2024-06,2024-03,0
257,2024-06,2024-04,0
257,2024-06,2024-05,0
257,2024-06,2024-06,1
258,2024-05,2024-01,0
258,2024-05,2024-02,0
258,2024-05,2024-03,0
258,2024-05,2024-04,0
258,2024-05,2024-05,1
258,2024-05,2024-06,0
259,2024-04,2024-01,0
259,2024-04,2024-02,0
259,2024-04,2024-03,0
259,2024-04,2024-04,1
259,2024-04,2024-05,1
259,2024-04,2024-06,1
260,2024-05,2024-01,0
260,2024-05,2024-02,0
260,2024-05,2024-03,0
260,2024-05,2024-04,0
260,2024-05,2024-05,0
260,2024-05,2024-06,1
261,2024-06,2024-01,0
261,2024-06,2024-02,0
261,2024-06,2024-03,0
261,2024-06,2024-04,0
261,2024-06,2024-05,0
261,2024-06,2024-06,0
262,2024-06,2024-01,0
262,2024-06,2024-02,0
262,2024-06,2024-03,0
262,2024-06,2024-04,0
262,2024-06,2024-05,0
262,2024-06,2024-06,0
263,2024-01,2024-01,1
263,2024-01,2024-02,0
263,2024-01,2024-03,0
263,2024-01,2024-04,1
263,2024-01,2024-05,1
263,2024-01,2024-06,0
264,2024-04,2024-01,0
264,2024-04,2024-02,0
264,2024-04,2024-03,0
264,2024-04,2024-04,1
264,2024-04,2024-05,1
264,2024-04,2024-06,1
265,2024-06,2024-01,0
265,2024-06,2024-02,0
265,2024-06,2024-03,0
265,2024-06,2024-04,0
265,2024-06,2024-05,0
265,2024-06,2024-06,0
266,2024-04,2024-01,0
266,2024-04,2024-02,0
266,2024-04,2024-03,0
266,2024-04,2024-04,0
266,2024-04,2024-05,1
266,2024-04,2024-06,0
267,2024-03,2024-01,0
267,2024-03,2024-02,0
267,2024-03,2024-03,1
267,2024-03,2024-04,1
267,2024-03,2024-05,0
267,2024-03,2024-06,0
268,2024-01,2024-01,0
268,2024-01,2024-02,0
268,2024-01,2024-03,0
268,2024-01,2024-04,0
268,2024-01,2024-05,1
268,2024-01,2024-06,1
269,2024-04,2024-01,0
269,2024-04,2024-02,0
269,2024-04,2024-03,0
269,2024-04,2024-04,0
269,2024-04,2024-05,1
269,2024-04,2024-06,1
270,2024-04,2024-01,0
270,2024-04,2024-02,0
270,2024-04,2024-03,0
270,2024-04,2024-04,1
270,2024-04,2024-05,1
270,2024-04,2024-06,1
271,2024-06,2024-01,0
271,2024-06,2024-02,0
271,2024-06,2024-03,0
271,2024-06,2024-04,0
271,2024-06,2024-05,0
271,2024-06,2024-06,0
272,2024-03,2024-01,0
272,2024-03,2024-02,0
272,2024-03,2024-03,1
272,2024-03,2024-04,0
272,2024-03,2024-05,0
272,2024-03,2024-06,0
273,2024-05,2024-01,0
273,2024-05,2024-02,0
273,2024-05,2024-03,0
273,2024-05,2024-04,0
273,2024-05,2024-05,0
273,2024-05,2024-06,1
274,2024-04,2024-01,0
274,2024-04,2024-02,0
274,2024-04,2024-03,0
274,2024-04,2024-04,1
274,2024-04,2024-05,0
274,2024-04,2024-06,0
275,2024-03,2024-01,0
275,2024-03,2024-02,0
275,2024-03,2024-03,0
275,2024-03,2024-04,0
275,2024-03,2024-05,1
275,2024-03,2024-06,1
276,2024-04,2024-01,0
276,2024-04,2024-02,0
276,2024-04,2024-03,0
276,2024-04,2024-04,0
276,2024-04,2024-05,0
276,2024-04,2024-06,0
277,2024-01,2024-01,0
277,2024-01,2024-02,1
277,2024-01,2024-03,0
277,2024-01,2024-04,0
277,2024-01,2024-05,0
277,2024-01,2024-06,1
278,2024-02,2024-01,0
278,2024-02,2024-02,1
278,2024-02,2024-03,1
278,2024-02,2024-04,1
278,2024-02,2024-05,0
278,2024-02,2024-06,1
279,2024-01,2024-01,0
279,2024-01,2024-02,0
279,2024-01,2024-03,1
279,2024-01,2024-04,0
279,2024-01,2024-05,1
279,2024-01,2024-06,1
280,2024-02,2024-01,0
280,2024-02,2024-02,0
280,2024-02,2024-03,1
280,2024-02,2024-04,1
280,2024-02,2024-05,1
280,2024-02,2024-06,1
281,2024-06,2024-01,0
281,2024-06,2024-02,0
281,2024-06,2024-03,0
281,2024-06,2024-04,0
281,2024-06,2024-05,0
281,2024-06,2024-06,1
282,2024-01,2024-01,0
282,2024-01,2024-02,0
282,2024-01,2024-03,0
282,2024-01,2024-04,0
282,2024-01,2024-05,0
282,2024-01,2024-06,0
283,2024-01,2024-01,0
283,2024-01,2024-02,1
283,2024-01,2024-03,1
283,2024-01,2024-04,0
283,2024-01,2024-05,1
283,2024-01,2024-06,0
284,2024-03,2024-01,0
284,2024-03,2024-02,0
284,2024-03,2024-03,0
284,2024-03,2024-04,0
284,2024-03,2024-05,0
284,2024-03,2024-06,0
285,2024-05,2024-01,0
285,2024-05,2024-02,0
285,2024-05,2024-03,0
285,2024-05,2024-04,0
285,2024-05,2024-05,1
285,2024-05,2024-06,0
286,2024-04,2024-01,0
286,2024-04,2024-02,0
286,2024-04,2024-03,0
286,2024-04,2024-04,1
286,2024-04,2024-05,1
286,2024-04,2024-06,0
287,2024-03,2024-01,0
287,2024-03,2024-02,0
287,2024-03,2024-03,1
287,2024-03,2024-04,0
287,2024-03,2024-05,0
287,2024-03,2024-06,0
288,2024-04,2024-01,0
288,2024-04,2024-02,0
288,2024-04,2024-03,0
288,2024-04,2024-04,1
288,2024-04,2024-05,0
288,2024-04,2024-06,0
289,2024-03,2024-01,0
289,2024-03,2024-02,0
289,2024-03,2024-03,0
289,2024-03,2024-04,1
289,2024-03,2024-05,0
289,2024-03,2024-06,0
290,2024-01,2024-01,0
290,2024-01,2024-02,1
290,2024-01,2024-03,0
290,2024-01,2024-04,1
290,2024-01,2024-05,1
290,2024-01,2024-06,0
291,2024-04,2024-01,0
291,2024-04,2024-02,0
291,2024-04,2024-03,0
291,2024-04,2024-04,0
291,2024-04,2024-05,1
291,2024-04,2024-06,0
292,2024-06,2024-01,0
292,2024-06,2024-02,0
292,2024-06,2024-03,0
292,2024-06,2024-04,0
292,2024-06,2024-05,0
292,2024-06,2024-06,0
293,2024-05,2024-01,0
293,2024-05,2024-02,0
293,2024-05,2024-03,0
293,2024-05,2024-04,0
293,2024-05,2024-05,1
293,2024-05,2024-06,1
294,2024-02,2024-01,0
294,2024-02,2024-02,1
294,2024-02,2024-03,0
294,2024-02,2024-04,0
294,2024-02,2024-05,0
294,2024-02,2024-06,1
295,2024-05,2024-01,0
295,2024-05,2024-02,0
295,2024-05,2024-03,0
295,2024-05,2024-04,0
295,2024-05,2024-05,1
295,2024-05,2024-06,0
296,2024-02,2024-01,0
296,2024-02,2024-02,0
296,2024-02,2024-03,1
296,2024-02,2024-04,0
296,2024-02,2024-05,0
296,2024-02,2024-06,0
297,2024-01,2024-01,0
297,2024-01,2024-02,0
297,2024-01,2024-03,0
297,2024-01,2024-04,1
297,2024-01,2024-05,0
297,2024-01,2024-06,0
298,2024-01,2024-01,0
298,2024-01,2024-02,1
298,2024-01,2024-03,1
298,2024-01,2024-04,0
298,2024-01,2024-05,1
298,2024-01,2024-06,1
299,2024-03,2024-01,0
299,2024-03,2024-02,0
299,2024-03,2024-03,0
299,2024-03,2024-04,1
299,2024-03,2024-05,0
299,2024-03,2024-06,0
300,2024-01,2024-01,1
300,2024-01,2024-02,1
300,2024-01,2024-03,0
300,2024-01,2024-04,0
300,2024-01,2024-05,0
300,2024-01,2024-06,1
301,2024-01,2024-01,1
301,2024-01,2024-02,0
301,2024-01,2024-03,0
301,2024-01,2024-04,0
301,2024-01,2024-05,1
301,2024-01,2024-06,1
302,2024-02,2024-01,0
302,2024-02,2024-02,0
302,2024-02,2024-03,0
302,2024-02,2024-04,1
302,2024-02,2024-05,1
302,2024-02,2024-06,0
303,2024-03,2024-01,0
303,2024-03,2024-02,0
303,2024-03,2024-03,0
303,2024-03,2024-04,1
303,2024-03,2024-05,1
303,2024-03,2024-06,0
304,2024-05,2024-01,0
304,2024-05,2024-02,0
304,2024-05,2024-03,0
304,2024-05,2024-04,0
304,2024-05,2024-05,0
304,2024-05,2024-06,1
305,2024-04,2024-01,0
305,2024-04,2024-02,0
305,2024-04,2024-03,0
305,2024-04,2024-04,0
305,2024-04,2024-05,0
305,2024-04,2024-06,0
306,2024-06,2024-01,0
306,2024-06,2024-02,0
306,2024-06,2024-03,0
306,2024-06,2024-04,0
306,2024-06,2024-05,0
306,2024-06,2024-06,1
307,2024-05,2024-01,0
307,2024-05,2024-02,0
307,2024-05,2024-03,0
307,2024-05,2024-04,0
307,2024-05,2024-05,0
307,2024-05,2024-06,0
308,2024-03,2024-01,0
308,2024-03,2024-02,0
308,2024-03,2024-03,0
308,2024-03,2024-04,0
308,2024-03,2024-05,1
308,2024-03,2024-06,1
309,2024-02,2024-01,0
309,2024-02,2024-02,1
309,2024-02,2024-03,1
309,2024-02,2024-04,1
309,2024-02,2024-05,1
309,2024-02,2024-06,1
310,2024-06,2024-01,0
310,2024-06,2024-02,0
310,2024-06,2024-03,0
310,2024-06,2024-04,0
310,2024-06,2024-05,0
310,2024-06,2024-06,1
311,2024-01,2024-01,1
311,2024-01,2024-02,0
311,2024-01,2024-03,0
311,2024-01,2024-04,1
311,2024-01,2024-05,0
311,2024-01,2024-06,0
312,2024-03,2024-01,0
312,2024-03,2024-02,0
312,2024-03,2024-03,0
312,2024-03,2024-04,0
312,2024-03,2024-05,0
312,2024-03,2024-06,1
313,2024-01,2024-01,1
313,2024-01,2024-02,0
313,2024-01,2024-03,0
313,2024-01,2024-04,0
313,2024-01,2024-05,0
313,2024-01,2024-06,1
314,2024-03,2024-01,0
314,2024-03,2024-02,0
314,2024-03,2024-03,1
314,2024-03,2024-04,1
314,2024-03,2024-05,1
314,2024-03,2024-06,0
315,2024-04,2024-01,0
315,2024-04,2024-02,0
315,2024-04,2024-03,0
315,2024-04,2024-04,1
315,2024-04,2024-05,0
315,2024-04,2024-06,1
316,2024-02,2024-01,0
316,2024-02,2024-02,1
316,2024-02,2024-03,1
316,2024-02,2024-04,0
316,2024-02,2024-05,1
316,2024-02,2024-06,0
317,2024-06,2024-01,0
317,2024-06,2024-02,0
317,2024-06,2024-03,0
317,2024-06,2024-04,0
317,2024-06,2024-05,0
317,2024-06,2024-06,0
318,2024-04,2024-01,0
318,2024-04,2024-02,0
318,2024-04,2024-03,0
318,2024-04,2024-04,0
318,2024-04,2024-05,1
318,2024-04,2024-06,0
319,2024-01,2024-01,1
319,2024-01,2024-02,0
319,2024-01,2024-03,0
319,2024-01,2024-04,0
319,2024-01,2024-05,0
319,2024-01,2024-06,0
320,2024-06,2024-01,0
320,2024-06,2024-02,0
320,2024-06,2024-03,0
320,2024-06,2024-04,0
320,2024-06,2024-05,0
320,2024-06,2024-06,1
321,2024-04,2024-01,0
321,2024-04,2024-02,0
321,2024-04,2024-03,0
321,2024-04,2024-04,1
321,2024-04,2024-05,0
321,2024-04,2024-06,0
322,2024-06,2024-01,0
322,2024-06,2024-02,0
322,2024-06,2024-03,0
322,2024-06,2024-04,0
322,2024-06,2024-05,0
322,2024-06,2024-06,1
323,2024-03,2024-01,0
323,2024-03,2024-02,0
323,2024-03,2024-03,1
323,2024-03,2024-04,1
323,2024-03,2024-05,0
323,2024-03,2024-06,0
324,2024-04,2024-01,0
324,2024-04,2024-02,0
324,2024-04,2024-03,0
324,2024-04,2024-04,1
324,2024-04,2024-05,0
324,2024-04,2024-06,0
325,2024-03,2024-01,0
325,2024-03,2024-02,0
325,2024-03,2024-03,0
325,2024-03,2024-04,0
325,2024-03,2024-05,1
325,2024-03,2024-06,1
326,2024-05,2024-01,0
326,2024-05,2024-02,0
326,2024-05,2024-03,0
326,2024-05,2024-04,0
326,2024-05,2024-05,1
326,2024-05,2024-06,1
327,2024-02,2024-01,0
327,2024-02,2024-02,0
327,2024-02,2024-03,0
327,2024-02,2024-04,1
327,2024-02,2024-05,0
327,2024-02,2024-06,0
328,2024-06,2024-01,0
328,2024-06,2024-02,0
328,2024-06,2024-03,0
328,2024-06,2024-04,0
328,2024-06,2024-05,0
328,2024-06,2024-06,0
329,2024-05,2024-01,0
329,2024-05,2024-02,0
329,2024-05,2024-03,0
329,2024-05,2024-04,0
329,2024-05,2024-05,1
329,2024-05,2024-06,1
330,2024-05,2024-01,0
330,2024-05,2024-02,0
330,2024-05,2024-03,0
330,2024-05,2024-04,0
330,2024-05,2024-05,1
330,2024-05,2024-06,1
331,2024-01,2024-01,0
331,2024-01,2024-02,0
331,2024-01,2024-03,1
331,2024-01,2024-04,0
331,2024-01,2024-05,0
331,2024-01,2024-06,1
332,2024-02,2024-01,0
332,2024-02,2024-02,0
332,2024-02,2024-03,0
332,2024-02,2024-04,0
332,2024-02,2024-05,1
332,2024-02,2024-06,1
333,2024-02,2024-01,0
333,2024-02,2024-02,1
333,2024-02,2024-03,0
